prevalence,N_pos,N_neg,pr_auc_random,pr_auc_ceil,pr_auc_best,skill_ratio_pct,f1_naive_ceil,f1_best,f1_skill_pct,best_model
0.06252354048964219,166,2489,0.06252354048964219,0.9939759036144579,0.18957240222087995,13.639866810259308,0.11768876285005317,0.2389937106918239,13.748543907659108,EasyEnsemble
