iter	Logloss
452	0.06566857595
453	0.06558701382
454	0.06551397891
455	0.06545165042
456	0.06528294812
457	0.06523687916
458	0.06519743188
459	0.06514049508
460	0.06506015207
461	0.06498230898
462	0.06489687719
463	0.06482477751
464	0.06471980535
465	0.06463504781
466	0.06459793154
467	0.06453535515
468	0.06447964628
469	0.06438450955
470	0.06431970604
471	0.06426957553
472	0.06421604579
473	0.06413021851
474	0.06405041961
475	0.0639655779
476	0.06386349085
477	0.06375874674
478	0.06366411117
479	0.06360024143
480	0.06349091051
481	0.06342264275
482	0.06337190177
483	0.06326360609
484	0.06319773813
485	0.06314987592
486	0.06312012965
487	0.06305169001
488	0.06301265786
489	0.06294995162
490	0.06289656365
491	0.06285656936
492	0.06276446345
493	0.06268292298
494	0.06258671603
495	0.06250919622
496	0.06243183511
497	0.06234831893
498	0.06227797611
499	0.06220952598
